关键词,博文
防疫,#廊坊疾控称扑杀户内动物已停止#过度防疫真的够了 已经第三年了 还是这样的不合理。大家多帮帮河北吧，如果大家都不凝聚在一起，以后这种事还会常态化，会扩大的。河北学校不让老师学生回家，怀孕的老师也在学校里，热搜一直被下，求求大家关注一下#河北省教育厅最新发布##河北疫情#  帮帮河北 ​                
防疫,"
                    【暖心！#聋哑女孩加班为防疫人员做爱心蛋糕# 5天送了300多份】3月28日，安徽马鞍山。23岁的聋哑女孩邢光进，加班加点为防疫一线工作人员亲手制作了一个个爱心蛋糕。蛋糕店老板夏先生表示，邢光进和同事一起，花了五天时间制作了300多份爱心蛋糕送给防疫人员。#温暖放大镜#@光芒视频  ​  展开c"
防疫,"
                    【星夜集结又出发！#绍兴120辆快转运车辆驰援嘉兴#】3月28日21时30分，绍兴市交通运输局接嘉兴市交通运输局请求函，嘉兴防疫转运需要我市调派120辆具备物理隔离装置的大客车。疫情就是命令，绍兴市交通运输局、市交通执法队迅速行动，立即启动应急响应，客运线全体人员分头联系区、县（市）行业管理部 ​  展开c"
防疫,"#女生公交上摘口罩喝水遭司机辱骂#
这是辱骂吗 这都已经是殴打故意伤害罪了吧
还有这个标题也太模糊了吧，重点都放错了，不会取标题可以不取，重点是那个女孩被打成了脑内损伤了啊！！这么严重竟然不特写？！
那个女孩戴口罩了说明还是有防疫意识的，喝个水再戴上也没什么吧，最多也就一两分钟，她 ​ 展开c"
防疫,#汕头大学防疫# 有一说一，真不怕学生闹翻？是学生太怂了，还是说领导有核武器，能够对学生进行核威慑？ 2汕头·汕头大学 ​                
防疫,"#河北疫情管理一刀切#从北京低风险地区回张家口涿鹿县，一律劝返，要么就隔离。
向社区报备，社区就让问下高速需要什么，他们就怎么做。
打防疫办电话说需要向社区报备，社区允许就可以回去。社区又说他们得到的通知就是非本市来的根本就下不了高速。
这就是懒政！互相推诿！怪不得张家口发展不 ​ 展开c"
防疫,"
                    【#济南网吧影剧院等暂停经营活动# 】3月30日，记者在济南市文化和旅游局了解到，为进一步有效预防和控制新冠肺炎疫情，坚决防止新冠肺炎疫情通过聚集性群体文化旅游活动途径传播，确保广大人民群众和社会公众防疫安全，按济南市疫情防控指挥部要求，自即日（3月30日）起，全市公共文化场馆、网吧、KTV ​  展开c"
防疫,"
                    封区禁足后弹尽粮粮绝的第16天，居委终于发菜啦！！一个萝卜，一个包菜，当然最美味的属3个长满“龙葵碱”的发芽土豆还有一带所谓的“防疫茶”，上面标注了上海真仁堂药业有限公司很好奇江桥镇的领导用了多少公款去购买这些“物资”？这些物资的支出明细是否可以给老百姓公布呢还有 ​  展开c"
防疫,#章丘确诊病例持三次核酸阴性报告返济#上海到底是啥防疫措施啊，全市那么多病例了连高风险都🈚️，我们大爷拿三张阴性证明➕绿码回来还能确诊阳性，密接确诊了还得挨通骂 ​                
防疫,#辽宁已查处隐瞒行程货车司机近百人#【#货车司机用两部手机逃避防疫检查被立案# 律师：司机已涉嫌犯罪，最高或判7年】使用两部手机交替开关机，来逃避疫情防控检查！你以为这是小伎俩，实则已违反法律甚至会被刑事立案。据辽宁警方日前发布的“警情通报”，辽宁一名货车司机使用两部手机故意隐瞒行程， ​  展开c
防疫,"
                    【#母女并肩奋战抗疫一线#！#女生春季高考后当上防疫志愿者#】江苏19岁的刘梦媛刚参加完春季高考，就到社区当起了防疫志愿者，和身为网格员的妈妈一起奋战在抗疫一线。据了解，两年前疫情刚发生时，刘梦媛就已经开始做志愿服务，之后只要她有时间都会积极参加。刘梦媛表示，自己也是受妈妈的熏陶，能作 ​  展开c"
防疫,"
                    很遗憾2022年还能看有地区会以防疫为名捕杀动物。多个机构证实宠物患病大多来自人或环境的传染，但动物并不会把新冠传染给人类。大家都很忙，没人想多管闲事，只觉得什么事都以「关我屁事」为名看热闹，也许下一个被击中却无法求生的人就是自己。留存一些关于动物不会传播新冠的图，希望用不上。 ​  展开c"
防疫,#同心抗疫# #抗击疫情 央企行动# 【保供钦州，中粮行动！】自#钦州疫情# 发生以来，中粮集团密切关注相关情况。3月29日，中粮集团接到急需采购防疫物资的需求后，第一时间启动响应预案，今天11时05分完成装车发往收货点，目前已顺利交付。面对疫情，中粮集团充分发挥保供产业链优势，勇担央企“压舱石 ​  展开c
防疫,"
                    俄防疫指挥部：俄单日新增新冠病毒感染病例20145例，累计超1782.3万例。#俄罗斯疫情# O俄防疫指挥部：俄单日新增新冠病毒感染病例20145例，累计超1782.3万例 ​                "
防疫,#疫情下广东高校的防疫举措#来自学生投稿：清明节期间也难申请出校、清明节分开放假，劳动节端午节假期缩短、假闭环问题p1有学生表示某学校已经开放快递啦对于这些问题，你有什么看法？你有什么想对学校说的吗？ ​                
防疫,#宁波高校防疫在行动# 不确定性太多了，心情已经不是能被自己把控的了，只能说如果解封了我一定好好珍惜自由的日子，想做什么就立马做。 ​                
防疫,#廊坊疾控称扑杀户内动物已停止#只扑杀宠物还不够，还有家里的老鼠啊蟑螂啊蚊子苍蝇都得扑杀，都有可能携带病毒的。还有房间里也有病毒，最好把整栋楼都推倒吧，这样才是完美的防疫，为人民服务。 ​                
防疫,#廊坊疾控称扑杀户内动物已停止#变了味的防疫 别光扑杀动物啊 这么牛逼就把人也扑杀得了 绝对杜绝新冠 做到廊坊清零 ​                
防疫,#电力科普# 【防疫期间不出门，微信交费超方便！】居家怎么看账单和交电费呢？点开图片吧。@国网上海电力 ​                
防疫,"
                    所有人：你好！上海，正经历着一场防疫大考。此时长三角派出的精干力量正在忙碌着，全国各地的物资都已在来的路上，相信我们这个大家庭，没有什么困难是我们战胜不了的，这也是我们能战胜历次危情的秘方，一方有难八方支援只有我们能做到，因为这里是中国。但对于现在的各种网络求助，我想说一个事 ​  展开c"
防疫,"
                    【#80后常州轮椅女孩创作防疫表情包#：用自己最擅长方式尽份力】“起床做核酸啦”“保持1米距离”…近日，常州轮椅女孩于丽和团队推出一套防疫表情包。于丽因患类风湿关节炎无法站立，她坚持自学并成立了漫画团队。于丽称，该表情包创作灵感源于做核酸时的观察，希望用自己擅长的方式帮大家了解防疫知 ​  展开c"
防疫,"
                    【河北廊坊安次区政府下红头文件：要求捕杀所有阳性患者家里的宠物，安次区防疫人员：属实】#廊坊疫情##河北疫情# 据网友爆料，近日，河北廊坊安次区政府下发文件，要求捕杀所有阳性患者家里的宠物。 随后有网友致电安次区防疫电话，工作人员承认确有此事。 L搜狐财经的微博视频 ​                "
防疫,"湖北师范大学#湖北师范大学 防疫##湖北师范大学封闭式管理##湖北师范大学封校#
简化出校审批手续❗ 拒绝低效审批❗
拒绝一刀切❗要封一起封❗
食堂价格回调❗拒绝不合理涨价❗
水果价格合理化❗拒绝暗中调价❗
正视学生合理诉求❗不要形式主义❗
点外卖是合理合法行为❗
拒绝保安不合理收外卖 ​ 展开c"
防疫,#汕头大学防疫#情况这么严峻，学生应该在宿舍上网课，门上开个口让阿姨自由出入送饭啊 ​                
防疫,#湖南工业大学封校现状#有某些学院还有一百人的课 防疫工作做的真好 ​                
防疫,#汕头大学防疫#北京工业大学果然没汕头大学懂防疫呢怎么能让学生是要完成健康上报就能自由出校呢有疫情怎么办啊 ​                
防疫,#汕头大学防疫# 下一步是不是准备把快递给停了 2汕头 ​                
